pmid	food-id	disease-id	association
23889070	Plant ID:4097	MESH:D008175	Negative
23889070	Plant ID:4097	MESH:D008175	Negative
23889311	Plant ID:4097	MESH:D002294	Negative
23889998	Plant ID:330167	MESH:D018771	Positive
23889998	Plant ID:330167	MESH:D001172	Positive
23890053	Plant ID:171222	MESH:D014456	Positive
23890053	Plant ID:171222	MESH:D007249	Positive
23890230	Plant ID:65409	MESH:D008103	Positive
23890230	Plant ID:52451	MESH:D008103	Positive
23891479	Plant ID:4565	MESH:D012871	Negative
23891766	Plant ID:1007752	MESH:D004827	Positive
23891766	Plant ID:1007752	MESH:D012640	Positive
23891766	Plant ID:1007752	MESH:D012640	Positive
23891766	Plant ID:1007752	MESH:D012640	Positive
23891766	Plant ID:1007752	MESH:D004830	Positive
23891766	Plant ID:1007752	MESH:D012640	Positive
23891766	Plant ID:1007752	MESH:D007319	Positive
23891890	Plant ID:85223	MESH:D001523	Positive
23891890	Plant ID:85223	MESH:D007249	Positive
23891890	Plant ID:85223	MESH:D003872	Positive
23891890	Plant ID:85223	MESH:D001249	Positive
23891939	Plant ID:4565	MESH:D001523	Negative
23892206	Plant ID:299599	MESH:D001991	Positive
23892206	Plant ID:299599	MESH:D001247	Positive
23892206	Plant ID:299599	MESH:D014947	Positive
23892206	Plant ID:299599	MESH:D004487	Positive
23892206	Plant ID:299599	MESH:D009369	Positive
23894146	Plant ID:4097	MESH:D008548	Negative
23894366	Plant ID:112863	MESH:D012173	Positive
23894592	Plant ID:58860	MESH:D003920	Positive
23894592	Plant ID:58860	MESH:D003920	Positive
23894592	Plant ID:58860	MESH:D006937	Positive
23895038	Plant ID:4043	MESH:D003920	Positive
23895038	Plant ID:4043	MESH:D000544	Positive
23895153	Plant ID:4392	MESH:D006973	Positive
23895558	Plant ID:261426	MESH:D001523	Positive
23897524	Plant ID:4097	MESH:D008171	Negative
23897524	Plant ID:4097	MESH:D008173	Negative
23897524	Plant ID:4097	MESH:D003327	Negative
23898539	Plant ID:4442	MESH:D005770	Positive
23898916	Plant ID:4097	MESH:D006528	Negative
23899298	Plant ID:4097	MESH:D007822	Negative
23899298	Plant ID:4097	MESH:D063646	Negative
23899298	Plant ID:4097	MESH:D009369	Negative
23899298	Plant ID:4097	MESH:D009369	Negative
23899331	Plant ID:4097	MESH:D063646	Negative
23900938	Plant ID:3712	MESH:D008659	Positive
23900938	Plant ID:22663	MESH:D008659	Positive
23901378	Plant ID:43861	MESH:D004802	Negative
23901742	Plant ID:13443	MESH:D004194	Positive
23902242	Plant ID:3712	MESH:D009369	Positive
23902242	Plant ID:3712	MESH:D009369	Positive
23902423	Plant ID:136217	MESH:D010146	Positive
23902664	Plant ID:4097	MESH:D063646	Negative
23902962	Plant ID:37656	MESH:D007249	Positive
23904581	Plant ID:4097	MESH:D009062	Negative
23904717	Plant ID:4097	MESH:D003920	Negative
23904781	Plant ID:4097	MESH:D007239	Negative
23904956	Plant ID:13443	MESH:D007674	Negative
23904956	Plant ID:13443	MESH:D007674	Positive
23904956	Plant ID:13443	MESH:D003920	Positive
23905652	Plant ID:39367	MESH:D005222	Positive
23905652	Plant ID:39367	MESH:D005221	Positive
23906002	Plant ID:4097	MESH:D040921	Negative
23906002	Plant ID:4097	MESH:D009765	Negative
23906002	Plant ID:4097	MESH:D009765	Negative
23906002	Plant ID:4097	MESH:D008659	Negative
23906106	Plant ID:5341	MESH:D003288	Positive
23906260	Plant ID:4097	MESH:D003866	Negative
23906616	Plant ID:4081	MESH:D009369	Positive
23906783	Plant ID:3538	MESH:D010146	Positive
23906802	Plant ID:4442	MESH:D004194	Positive
23907431	Plant ID:13443	MESH:D015179	Positive
23907771	Plant ID:4097	MESH:D008175	Negative
23907771	Plant ID:4097	MESH:D008175	Negative
23907771	Plant ID:4097	MESH:D008175	Negative
23907772	Plant ID:13443	MESH:D011471	Positive
23907772	Plant ID:13443	MESH:D011471	Positive
23907772	Plant ID:13443	MESH:D011471	Positive
23908368	Plant ID:4097	MESH:D001249	Negative
23908592	Plant ID:4097	MESH:D011014	Negative
23908592	Plant ID:4097	MESH:D008175	Negative
23908863	Plant ID:22663	MESH:D050197	Positive
23909722	Plant ID:13443	MESH:D011471	Positive
23909734	Plant ID:4565	MESH:D001943	Positive
23909924	Plant ID:99658	MESH:D008569	Positive
20090891	Plant ID:4679	MESH:D003920	Positive
20090891	Plant ID:4679	MESH:D003920	Positive
20091114	Plant ID:4113	MESH:D010190	Negative
20092036	Plant ID:4270	MESH:D014777	Positive
20092036	Plant ID:4270	MESH:D014355	Positive
20092036	Plant ID:4270	MESH:D003967	Positive
20092036	Plant ID:4270	MESH:D001991	Positive
20092036	Plant ID:4270	MESH:D003371	Positive
20092036	Plant ID:4270	MESH:D005334	Positive
20092634	Plant ID:4097	MESH:D004342	Negative
20092634	Plant ID:4097	MESH:D001249	Negative
20092634	Plant ID:4097	MESH:D001249	Negative
20092634	Plant ID:4097	MESH:D004342	Negative
20092634	Plant ID:4097	MESH:D001249	Negative
20092634	Plant ID:4097	MESH:D001249	Negative
20092634	Plant ID:4097	MESH:D001249	Negative
20092995	Plant ID:155295	MESH:D007249	Positive
20092995	Plant ID:155295	MESH:D056486	Positive
20092995	Plant ID:155295	MESH:D009369	Positive
20092995	Plant ID:155295	MESH:D009336	Positive
20092995	Plant ID:155295	MESH:D009765	Positive
20092995	Plant ID:155295	MESH:D009765	Positive
20092995	Plant ID:155295	MESH:D008659	Positive
20093774	Plant ID:4097	MESH:D063646	Negative
20093774	Plant ID:4097	MESH:D008175	Negative
20094822	Plant ID:4097	MESH:D007249	Negative
20094822	Plant ID:4097	MESH:D009369	Negative
20094822	Plant ID:4097	MESH:D007249	Negative
20094922	Plant ID:199225	MESH:D014402	Positive
20096160	Plant ID:4097	MESH:D004342	Negative
20096160	Plant ID:4097	MESH:D004342	Negative
20098577	Plant ID:32224	MESH:D001943	Positive
20098577	Plant ID:32224	MESH:D001943	Positive
20098577	Plant ID:32224	MESH:D001943	Positive
20098577	Plant ID:32224	MESH:D009362	Positive
20098586	Plant ID:4722	MESH:D011470	Positive
20099201	Plant ID:120290	MESH:D011471	Positive
20099458	Plant ID:68527	MESH:D009369	Positive
20099458	Plant ID:68527	MESH:D003920	Positive
20099458	Plant ID:68527	MESH:D002318	Positive
20099458	Plant ID:68527	MESH:D004194	Positive
20099458	Plant ID:68527	MESH:D003920	Positive
20099458	Plant ID:68527	MESH:D013276	Positive
20100065	Plant ID:78534	MESH:D018149	Positive
20100378	Plant ID:3641	MESH:D004194	Positive
20100559	Plant ID:4233	MESH:D003920	Positive
20100559	Plant ID:4681	MESH:D003920	Positive
20100559	Plant ID:36610	MESH:D003920	Positive
20100559	Plant ID:4681	MESH:D003920	Positive
20100661	Plant ID:136217	MESH:D009369	Positive
20100896	Plant ID:3708	OMIM:603663	Positive
20100896	Plant ID:3708	MESH:D013313	Positive
20100896	Plant ID:3708	MESH:D003866	Positive
20101017	Plant ID:4097	MESH:D004941	Negative
20101017	Plant ID:4097	MESH:D009369	Negative
20101149	Plant ID:4097	MESH:D007249	Negative
20101149	Plant ID:4097	MESH:D008175	Negative
20101352	Plant ID:4097	MESH:D003920	Negative
20101528	Plant ID:58228	MESH:D009369	Positive
20101528	Plant ID:58228	MESH:D009369	Positive
20102619	Plant ID:4097	MESH:D001714	Negative
20102619	Plant ID:4097	MESH:D001523	Negative
20102728	Plant ID:3641	MESH:D001068	Negative
20102847	Plant ID:4498	MESH:D015431	Positive
20102994	Plant ID:4097	MESH:D008175	Negative
20103921	Plant ID:37501	MESH:D013274	Positive
20103944	Plant ID:4097	MESH:D008175	Negative
20103944	Plant ID:4097	MESH:D008175	Negative
20104265	Plant ID:204149	MESH:D003920	Positive
20104710	Plant ID:3311	MESH:D000544	Positive
20104903	Plant ID:4097	MESH:D004194	Negative
20104903	Plant ID:4097	MESH:D003643	Negative
20105430	Plant ID:555479	MESH:D009369	Positive
20105430	Plant ID:555479	MESH:D009369	Positive
20105451	Plant ID:98504	MESH:D059787	Positive
20106556	Plant ID:3847	MESH:D001249	Negative
20106566	Plant ID:13443	MESH:D056486	Positive
20106566	Plant ID:13443	MESH:D008103	Positive
20106566	Plant ID:13443	MESH:D008103	Positive
20106566	Plant ID:13443	MESH:D008103	Positive
20107610	Plant ID:4442	MESH:D050197	Positive
20108000	Plant ID:4097	MESH:D009369	Negative
20108330	Plant ID:4682	MESH:D007239	Positive
20108330	Plant ID:4682	MESH:D006331	Positive
20108330	Plant ID:4682	MESH:D009369	Positive
20109141	Plant ID:4097	MESH:D012559	Negative
20109304	Plant ID:25629	MESH:D066126	Negative
20109304	Plant ID:25629	MESH:D066126	Negative
20109304	Plant ID:25629	MESH:D003643	Negative
20109321	Plant ID:4097	MESH:D006255	Negative
20109321	Plant ID:4097	MESH:D012852	Negative
20109321	Plant ID:4097	MESH:D010212	Negative
20109321	Plant ID:4097	MESH:D009369	Negative
20109322	Plant ID:4097	MESH:D002908	Negative
20110681	Plant ID:138043	MESH:D009765	Positive
20110691	Plant ID:555479	MESH:D009369	Positive
20110691	Plant ID:555479	MESH:D002292	Positive
20110887	Plant ID:53719	MESH:D007674	Positive
20110898	Plant ID:105884	MESH:D004342	Positive
20112052	Plant ID:4097	MESH:D004416	Negative
20112052	Plant ID:4097	MESH:D006965	Negative
20112052	Plant ID:4097	MESH:D008679	Negative
20112052	Plant ID:4097	MESH:D009369	Negative
20112337	Plant ID:4097	MESH:D007249	Negative
20112337	Plant ID:4097	MESH:D063646	Negative
20112337	Plant ID:4097	MESH:D009959	Negative
20112337	Plant ID:4097	MESH:D008175	Negative
20112993	Plant ID:22663	MESH:D015179	Positive
20113278	Plant ID:555479	MESH:D007511	Positive
20113347	Plant ID:22663	MESH:D004194	Positive
20113698	Plant ID:4182	MESH:D007409	Positive
20113991	Plant ID:4097	MESH:D008171	Negative
20113991	Plant ID:4097	MESH:D006331	Negative
20116155	Plant ID:13331	MESH:D051437	Negative
20116654	Plant ID:3847	MESH:D003920	Positive
20116654	Plant ID:3847	MESH:D003920	Positive
20116655	Plant ID:3641	MESH:D002318	Positive
20116655	Plant ID:3641	MESH:D009369	Positive
20116655	Plant ID:3641	MESH:D005128	Positive
20116655	AlcoholicBev ID:32	MESH:D002318	Positive
20116655	AlcoholicBev ID:32	MESH:D009369	Positive
20116655	AlcoholicBev ID:32	MESH:D005128	Positive
20116660	Plant ID:5341	MESH:D003920	Positive
20117182	Plant ID:263974	MESH:D012640	Positive
20118544	Plant ID:4265	MESH:D013272	Positive
20118544	Plant ID:4265	MESH:D005756	Positive
20118551	Plant ID:4432	MESH:D000544	Positive
20118623	Plant ID:48106	MESH:D019636	Positive
20118623	Plant ID:48106	MESH:D010302	Positive
20119531	Plant ID:4097	MESH:D008175	Negative
20119531	Plant ID:4097	MESH:D063646	Negative
20119824	Plant ID:4202	MESH:D003920	Positive
20119824	Plant ID:4202	MESH:D003920	Positive
20119859	Plant ID:180763	MESH:D007249	Positive
20120123	Plant ID:4682	MESH:D004342	Positive
20120986	Plant ID:4722	MESH:D011470	Positive
20120986	Plant ID:4722	MESH:D006470	Negative
20120986	Plant ID:4722	MESH:D006417	Negative
20120986	Plant ID:4722	MESH:D001778	Negative
20122118	Plant ID:4097	MESH:D003643	Negative
20122175	Plant ID:3708	MESH:D020521	Positive
20122349	Plant ID:4097	MESH:D009062	Negative
20122349	Plant ID:4097	MESH:D002277	Negative
20122580	Plant ID:4511	MESH:C564286	Positive
20123428	Plant ID:4097	MESH:D006949	Negative
20123521	Plant ID:4097	MESH:D063646	Negative
20123527	Plant ID:4097	MESH:D007674	Negative
20123527	Plant ID:4097	MESH:D001778	Negative
20123594	Plant ID:443222	MESH:D009369	Positive
20123594	Plant ID:443222	MESH:D010051	Positive
20123594	Plant ID:443222	MESH:D007938	Positive
20123594	Plant ID:443222	MESH:C538231	Positive
20123594	Plant ID:443222	MESH:D002277	Positive
24178208	Plant ID:4097	MESH:D009369	Negative
27623947	Plant ID:13443	MESH:D003920	Positive
27905126	Plant ID:48038	MESH:D015431	Positive
27905126	Plant ID:52462	MESH:D015431	Positive
27905126	Plant ID:48038	MESH:D009765	Positive
27905126	Plant ID:48038	MESH:D015431	Positive
27905126	Plant ID:52462	MESH:D015431	Positive
28181379	Plant ID:3866	MESH:D009062	Positive
28182799	Plant ID:13443	MESH:D063646	Positive
28182799	Plant ID:3755	MESH:D063646	Positive
28245263	Plant ID:184783	MESH:D063646	Negative
28245263	Plant ID:184783	MESH:D063646	Negative
28835766	Plant ID:94328	MESH:D003920	Positive
28835766	Plant ID:94328	MESH:D003920	Positive
28835766	Plant ID:94328	MESH:D003920	Positive
28835766	Plant ID:94328	MESH:D014652	Positive
28839354	Plant ID:83154	MESH:D006069	Positive
28839354	Plant ID:83154	MESH:D003872	Positive
28839356	Plant ID:58047	MESH:D056486	Positive
28839356	Plant ID:58047	MESH:D009369	Positive
28839359	Plant ID:43166	MESH:D005767	Positive
28839379	Plant ID:4392	MESH:D009369	Positive
28839380	Plant ID:4120	MESH:D003920	Positive
28839428	Plant ID:4097	MESH:D017093	Negative
28839446	Plant ID:4097	MESH:D003643	Negative
28839644	Plant ID:3847	MESH:D056486	Negative
28844211	Plant ID:119949	MESH:D006470	Positive
28844211	Plant ID:119949	MESH:D010146	Positive
28844211	Plant ID:119949	MESH:D010146	Positive
28844211	Plant ID:119949	MESH:D011537	Positive
28844211	Plant ID:119949	MESH:D006484	Positive
28845622	Plant ID:3483	MESH:D000014	Negative
28846058	Plant ID:3483	MESH:D001523	Negative
28846458	Plant ID:4097	MESH:D001249	Negative
28846793	Plant ID:4097	MESH:D007680	Negative
28846793	Plant ID:4097	MESH:D007680	Negative
28847282	Plant ID:3311	MESH:D000544	Positive
28847282	Plant ID:3311	MESH:D020258	Positive
28847433	Plant ID:120290	MESH:D007249	Positive
28847433	Plant ID:120290	MESH:D007249	Positive
28849280	Plant ID:3922	MESH:D008107	Positive
28849280	Plant ID:3922	MESH:D008103	Positive
28849547	Plant ID:126910	MESH:D009437	Positive
28849547	Plant ID:126910	MESH:D010146	Positive
28849618	Plant ID:136217	MESH:D007249	Positive
28849618	Plant ID:136217	MESH:D007249	Positive
27275735	Plant ID:4097	MESH:D009369	Negative
27275735	Plant ID:4097	MESH:D009369	Negative
27287203	Plant ID:4097	MESH:D009765	Negative
27287203	Plant ID:4097	MESH:D019966	Negative
28584573	Plant ID:91201	MESH:D009422	Positive
28584573	Plant ID:91201	MESH:D010243	Positive
28584573	Plant ID:91201	MESH:D020521	Positive
28584573	Plant ID:91201	MESH:D003876	Positive
28584573	Plant ID:91201	MESH:D004485	Positive
28601049	Plant ID:92921	MESH:D008107	Positive
1914606	Plant ID:4097	MESH:D001249	Negative
1916936	Plant ID:4097	MESH:D008113	Negative
1917208	Plant ID:4097	MESH:D002908	Negative
1917235	Plant ID:74900	MESH:D015179	Positive
1917235	Plant ID:4045	MESH:D015179	Positive
1921324	Plant ID:4498	MESH:D010518	Negative
1921324	Plant ID:4513	MESH:D010518	Negative
1922157	Plant ID:4097	MESH:D009959	Negative
1922274	Plant ID:3906	MESH:D000743	Negative
1923908	Plant ID:555479	MESH:D063646	Positive
1923908	Plant ID:82528	MESH:D063646	Positive
1923908	Plant ID:555479	MESH:D009369	Positive
1923908	Plant ID:82528	MESH:D009369	Positive
1924639	Plant ID:4097	MESH:D001523	Negative
1924639	Plant ID:4097	MESH:D001523	Negative
1928656	Plant ID:4097	MESH:D001249	Negative
1933841	Plant ID:4097	MESH:D009369	Negative
1935004	Plant ID:3708	MESH:D010146	Positive
1936412	Plant ID:4097	MESH:D063646	Negative
1938324	Plant ID:4097	MESH:D009057	Negative
1938324	Plant ID:4097	MESH:D003327	Negative
1942016	Plant ID:4097	MESH:D003866	Negative
23458878	Plant ID:4097	MESH:D015179	Negative
23459459	Plant ID:4097	MESH:D010146	Negative
23459459	Plant ID:4097	MESH:D010146	Negative
23459727	Plant ID:4097	MESH:D002908	Negative
23459988	Plant ID:83906	MESH:D008607	Positive
23461466	Plant ID:199225	MESH:D001249	Positive
23461984	Plant ID:4097	MESH:D001523	Negative
23462078	Plant ID:3656	MESH:D012480	Negative
23465295	Plant ID:4097	MESH:D003866	Negative
23466353	Plant ID:4047	MESH:D014008	Positive
23466353	Plant ID:4047	MESH:D014008	Positive
23466531	Plant ID:3483	MESH:D012131	Negative
23466531	Plant ID:3483	MESH:D012131	Negative
23468468	Plant ID:4097	MESH:D003643	Negative
23468468	Plant ID:4097	MESH:D006973	Negative
23468859	Plant ID:136217	MESH:D005770	Positive
23468859	Plant ID:136217	MESH:D005770	Positive
23468925	Plant ID:3316	MESH:D007249	Negative
23469236	Plant ID:4097	MESH:D009062	Negative
23469236	Plant ID:4097	MESH:D028361	Negative
23469577	Plant ID:4097	MESH:D003643	Negative
23469577	Plant ID:4097	MESH:D008288	Negative
23469591	Plant ID:4097	MESH:D009369	Negative
23469842	Plant ID:65561	MESH:D003866	Positive
23469842	Plant ID:65561	MESH:D019636	Positive
23470377	Plant ID:4097	MESH:D009062	Negative
23470377	Plant ID:4097	MESH:D009062	Negative
23470866	Plant ID:65409	MESH:D009369	Positive
23472413	Plant ID:4054	MESH:D007674	Positive
23472413	Plant ID:4054	MESH:D007674	Positive
23472433	Plant ID:4097	MESH:D003643	Negative
23472479	Plant ID:43851	MESH:D011023	Positive
23472479	Plant ID:43851	MESH:D012871	Positive
23472479	Plant ID:43851	MESH:D018805	Positive
23472479	Plant ID:3406	MESH:D011023	Positive
23472479	Plant ID:3406	MESH:D012871	Positive
23472479	Plant ID:3406	MESH:D018805	Positive
23472537	Plant ID:3483	MESH:D006939	Negative
23472537	Plant ID:3483	MESH:D009325	Negative
23472537	Plant ID:3483	MESH:D014839	Positive
23472537	Plant ID:3483	MESH:D015746	Positive
23472537	Plant ID:3483	MESH:D006939	Negative
23472537	Plant ID:3483	MESH:D014839	Negative
23472537	Plant ID:3483	MESH:D015746	Negative
23474149	Plant ID:4097	MESH:D029424	Negative
23474149	Plant ID:4097	MESH:D007249	Negative
23475543	Plant ID:128608	MESH:D019636	Positive
23477666	Plant ID:4097	MESH:D000550	Negative
23477666	Plant ID:4097	MESH:D014786	Negative
23477666	Plant ID:4097	MESH:D000437	Negative
23477666	Plant ID:4097	MESH:D044342	Negative
23477666	Plant ID:4097	MESH:D000550	Negative
23477666	Plant ID:4097	MESH:D014786	Negative
23477666	Plant ID:4097	MESH:D000437	Negative
23477666	Plant ID:4097	MESH:D044342	Negative
23477666	Plant ID:4097	MESH:D000550	Negative
23477666	Plant ID:4097	MESH:D000550	Negative
23478712	Plant ID:4081	MESH:D009369	Positive
23479241	Plant ID:3347	MESH:D008881	Negative
23480634	Plant ID:136217	MESH:D000544	Positive
23480933	Plant ID:3750	MESH:D006104	Negative
23481906	Plant ID:4097	MESH:D064420	Negative
23483003	Plant ID:4081	MESH:D011471	Positive
23483552	Plant ID:4097	MESH:D002294	Negative
23484141	Plant ID:4679	MESH:D011023	Positive
23484141	Plant ID:4679	MESH:D011023	Positive
23484141	Plant ID:4679	MESH:D004927	Positive
23484141	Plant ID:4679	MESH:D007710	Positive
23484421	Plant ID:39352	MESH:D004927	Positive
23484421	Plant ID:39352	MESH:D007239	Positive
23484676	Plant ID:136217	MESH:D012216	Positive
23484676	Plant ID:136217	MESH:D007249	Positive
23484676	Plant ID:136217	MESH:D012216	Positive
23484676	Plant ID:136217	MESH:D007249	Positive
23485614	Plant ID:205027	MESH:D056486	Positive
23485614	Plant ID:205027	MESH:D003920	Positive
23486648	Plant ID:136217	MESH:D009369	Positive
23486648	Plant ID:136217	MESH:D003643	Positive
23488010	Plant ID:4202	MESH:D012554	Positive
23488631	Plant ID:38868	MESH:D014069	Positive
23488931	Plant ID:180763	MESH:D052016	Positive
23488931	Plant ID:180763	MESH:D007249	Positive
23488931	Plant ID:180763	MESH:D007511	Positive
23489975	Plant ID:34256	MESH:D043183	Positive
23490018	Plant ID:94328	MESH:D005767	Positive
23490018	Plant ID:94328	MESH:D009325	Positive
23490018	Plant ID:94328	MESH:D014839	Positive
23490018	Plant ID:94328	MESH:D014839	Positive
23490018	Plant ID:94328	MESH:D043183	Positive
23490018	Plant ID:94328	MESH:D009369	Positive
23490018	Plant ID:94328	MESH:D005767	Positive
26275356	Plant ID:4097	MESH:D011565	Negative
26275356	Plant ID:4097	MESH:D011565	Negative
26276562	Plant ID:4097	MESH:D008175	Negative
26276562	Plant ID:4097	MESH:D058729	Negative
26276762	Plant ID:4097	MESH:D001249	Negative
26276913	Plant ID:263974	MESH:D003866	Positive
26276913	Plant ID:82528	MESH:D003866	Positive
26276913	Plant ID:82096	MESH:D003866	Positive
26276913	Plant ID:3850	MESH:D003866	Positive
26276913	Plant ID:65561	MESH:D003866	Positive
26276913	Plant ID:203015	MESH:D003866	Positive
26276913	Plant ID:155124	MESH:D003866	Positive
26276913	Plant ID:4442	MESH:D003866	Positive
26276913	Plant ID:3494	MESH:D003866	Positive
26276913	Plant ID:112883	MESH:D003866	Positive
26276913	Plant ID:52462	MESH:D003866	Positive
26276913	Plant ID:4054	MESH:D003866	Positive
26277227	Plant ID:4054	MESH:D003141	Positive
26277227	Plant ID:4054	MESH:D003141	Positive
26278072	Plant ID:4097	MESH:D017202	Negative
26278072	Plant ID:4097	MESH:D009369	Negative
26278072	Plant ID:4097	MESH:D017202	Negative
26278282	Plant ID:82095	MESH:D003920	Positive
26278282	Plant ID:82095	MESH:D003920	Positive
26278282	Plant ID:82095	MESH:D012164	Positive
26279081	Plant ID:3469	MESH:D010146	Positive
26279081	Plant ID:3469	MESH:D010146	Positive
26280170	Plant ID:78534	MESH:D009203	Positive
26280170	Plant ID:78534	MESH:D009203	Positive
26280170	Plant ID:4682	MESH:D009203	Positive
26280170	Plant ID:4682	MESH:D009203	Positive
26281313	Plant ID:4682	MESH:D007674	Positive
26281313	Plant ID:4682	MESH:D007674	Positive
26281603	Plant ID:16752	MESH:D007239	Positive
26281812	Plant ID:4684	MESH:D011041	Negative
26281812	Plant ID:4684	MESH:D005759	Negative
26282629	Plant ID:4097	MESH:D009369	Negative
26282629	Plant ID:4097	MESH:D009369	Negative
26282629	Plant ID:4097	MESH:D006258	Negative
26282629	Plant ID:4097	MESH:D009369	Negative
26282904	Plant ID:136217	MESH:D003920	Positive
26283212	Plant ID:3483	MESH:D001523	Positive
26283212	Plant ID:3483	MESH:D009422	Positive
26283843	Plant ID:94328	MESH:D010437	Positive
26283843	Plant ID:145745	MESH:D010437	Positive
26284928	Plant ID:5322	MESH:D006937	Positive
26285146	Plant ID:35608	MESH:D004194	Positive
26285175	Plant ID:13443	MESH:D019636	Positive
26285175	Plant ID:13443	MESH:D002544	Positive
26286032	Plant ID:4097	MESH:D012131	Negative
26286269	Plant ID:4097	MESH:D013919	Negative
26286269	Plant ID:4097	MESH:D014657	Negative
26287343	Plant ID:3847	MESH:D001249	Negative
26287343	Plant ID:171929	MESH:D001249	Negative
26287343	Plant ID:171929	MESH:D001249	Negative
26287343	Plant ID:3818	MESH:D001249	Negative
26287343	Plant ID:3818	MESH:D001249	Negative
26287343	Plant ID:3847	MESH:D001249	Negative
26287343	Plant ID:3847	MESH:D001249	Negative
26287411	Plant ID:4081	MESH:D011471	Negative
26287692	Plant ID:190884	MESH:D004487	Positive
26288313	Plant ID:3735	MESH:D009369	Positive
26288476	Plant ID:141467	MESH:D000647	Positive
26288476	Plant ID:141467	MESH:D000647	Positive
26288571	Plant ID:193516	MESH:D019636	Positive
26288725	Plant ID:49992	MESH:D015431	Positive
26288733	Plant ID:3818	MESH:D004342	Negative
26288762	Plant ID:4097	MESH:D014376	Negative
26288762	Plant ID:4097	MESH:D009062	Negative
26291025	Plant ID:13443	MESH:D015179	Positive
26291170	Plant ID:53205	MESH:D008569	Positive
26291170	Plant ID:53205	MESH:D003072	Positive
26291170	Plant ID:53205	MESH:D000544	Positive
26292097	Plant ID:199623	MESH:D064420	Positive
26292284	Plant ID:3832	MESH:D009765	Positive
26292284	Plant ID:3832	MESH:D006943	Positive
26292284	Plant ID:3832	MESH:D006937	Positive
26292284	Plant ID:3832	MESH:D008659	Positive
26292284	Plant ID:3832	MESH:D003110	Positive
26292622	Plant ID:4498	MESH:D003092	Positive
26293684	Plant ID:4530	MESH:D034141	Negative
26294040	Plant ID:4097	MESH:D009369	Negative
26294040	Plant ID:4097	MESH:D008175	Negative
26294257	Plant ID:85232	MESH:D006943	Positive
26294257	Plant ID:85232	MESH:D003920	Positive
26294257	Plant ID:85232	MESH:D003920	Positive
26294929	Plant ID:13393	MESH:D008288	Positive
26294929	Plant ID:13393	MESH:D001249	Positive
26294929	Plant ID:13393	MESH:D012216	Positive
26295483	Plant ID:3847	MESH:D010146	Positive
26297204	Plant ID:4097	MESH:D008175	Negative
26297795	Plant ID:5627	MESH:D009369	Positive
26297841	Plant ID:292385	MESH:D007249	Positive
26297841	Plant ID:292385	MESH:D005334	Positive
26297843	Plant ID:171929	MESH:D004403	Positive
26297843	Plant ID:171929	MESH:D004403	Positive
26297843	Plant ID:171929	MESH:D003967	Positive
26297843	Plant ID:171929	MESH:D003967	Positive
26297843	Plant ID:171929	MESH:D003967	Positive
26297845	Plant ID:105884	MESH:D001523	Positive
26297846	Plant ID:43861	MESH:D007239	Positive
26298318	Plant ID:555479	MESH:D001168	Positive
26298318	Plant ID:555479	MESH:D001249	Positive
26298318	Plant ID:555479	MESH:D019636	Positive
26298318	Plant ID:555479	MESH:D001168	Positive
26298318	Plant ID:555479	MESH:D001249	Positive
26298318	Plant ID:555479	MESH:D019636	Positive
26299317	Plant ID:37656	MESH:D012206	Negative
26299317	Plant ID:37656	MESH:D006331	Negative
26299330	Plant ID:324593	MESH:D003876	Positive
26299330	Plant ID:324593	MESH:D003876	Positive
26299951	Plant ID:91201	MESH:D009369	Positive
26300946	Plant ID:29818	MESH:D056486	Positive
26301513	Plant ID:136224	MESH:D009369	Positive
26302273	Plant ID:4097	MESH:D003643	Negative
26302273	Plant ID:4097	MESH:D009369	Negative
26302273	Plant ID:4097	MESH:D009369	Negative
26302273	Plant ID:4097	MESH:D003643	Negative
26303017	Plant ID:57917	MESH:D003967	Positive
26303017	Plant ID:57917	MESH:D005334	Positive
26303017	Plant ID:57917	MESH:D012216	Positive
26303017	Plant ID:57917	MESH:D015535	Positive
26303017	Plant ID:57917	MESH:D006470	Positive
26304359	Plant ID:3659	MESH:D001329	Negative
26304359	Plant ID:3659	MESH:D001329	Negative
26305712	Plant ID:4097	MESH:D009369	Negative
22225919	Plant ID:4097	MESH:D050723	Negative
22226718	Plant ID:32101	MESH:D063646	Negative
22226718	Plant ID:32101	MESH:D063646	Negative
22227102	Plant ID:66014	MESH:D007896	Positive
22227218	Plant ID:3627	MESH:D004342	Negative
22227359	Plant ID:175694	MESH:D009369	Positive
22227595	Plant ID:141467	MESH:D012640	Positive
22227800	Plant ID:205481	MESH:D014777	Positive
22228101	Plant ID:4097	MESH:D001749	Negative
22228381	Plant ID:4442	MESH:D006331	Positive
22228397	Plant ID:32201	MESH:D009748	Negative
22228397	Plant ID:32201	MESH:D009748	Negative
22228428	Plant ID:361442	MESH:D009369	Positive
22228940	Plant ID:29780	MESH:D007022	Positive
22228942	Plant ID:318062	MESH:D001523	Positive
22228942	Plant ID:318062	MESH:D001991	Positive
22228942	Plant ID:318062	MESH:D001249	Positive
22228942	Plant ID:318062	MESH:D007565	Positive
22228942	Plant ID:318062	MESH:D006069	Positive
22228942	Plant ID:318062	MESH:D009369	Positive
22228944	Plant ID:429560	MESH:D012871	Positive
22230486	Plant ID:50507	MESH:D010146	Positive
22230486	Plant ID:50507	MESH:D004342	Negative
22230486	Plant ID:50507	MESH:D007418	Negative
