common-names	food-name	food-id	food-category	scientific-name	tax-id
	Thelymitra longifolia	Plant ID:177057	Miscellaneous	Thelymitra longifolia	177057.0
	Salicornia pacifica	Plant ID:365482	Miscellaneous	Salicornia pacifica	365482.0
	Beilschmiedia tawa	Plant ID:136110	Miscellaneous	Beilschmiedia tawa	136110.0
	Canna glauca	Plant ID:160686	Miscellaneous	Canna glauca	160686.0
algorrobo; ironwood	Algorrobo	Plant ID:13230	Plant	Prosopis juliflora	13230.0
	Thelypteris palustris	Plant ID:29618	Miscellaneous	Thelypteris palustris	29618.0
fox grape; muscadine	Fox grape	Plant ID:103349	Miscellaneous	Vitis rotundifolia	103349.0
	Ammannia multiflora	Plant ID:1659830	Miscellaneous	Ammannia multiflora	1659830.0
	Artemisia carvifolia	Plant ID:496566	Miscellaneous	Artemisia carvifolia	496566.0
	Vitis amurensis	Plant ID:103351	Miscellaneous	Vitis amurensis	103351.0
	Polygonum arenastrum	Plant ID:701369	Miscellaneous	Polygonum arenastrum	701369.0
	Vitis arizonica	Plant ID:103353	Miscellaneous	Vitis arizonica	103353.0
concord grape	Concord grape	Plant ID:103355	Miscellaneous	Vitis labrusca	103355.0
	Vitis davidii	Plant ID:103354	Miscellaneous	Vitis davidii	103354.0
	Salvia columbariae	Plant ID:95165	Miscellaneous	Salvia columbariae	95165.0
	Persoonia linearis	Plant ID:488382	Miscellaneous	Persoonia linearis	488382.0
rock grape; bush grape; sand grape	Rock grape	Plant ID:103352	Miscellaneous	Vitis rupestris	103352.0
	Xerophyllum tenax	Plant ID:86979	Miscellaneous	Xerophyllum tenax	86979.0
	Polygonum douglasii	Plant ID:701380	Miscellaneous	Polygonum douglasii	701380.0
	Polygonum equisetiforme	Plant ID:701381	Miscellaneous	Polygonum equisetiforme	701381.0
	Mentzelia albicaulis	Plant ID:193483	Miscellaneous	Mentzelia albicaulis	193483.0
eel grass; eel gra; tape gra; tape grass; tape gras; eel gras	Eel grass	Plant ID:29649	Miscellaneous	Vallisneria americana	29649.0
slender naiad	Slender naiad	Plant ID:29650	Miscellaneous	Najas flexilis	29650.0
willow oak	Willow oak	Plant ID:857043	Miscellaneous	Quercus phellos	857043.0
	Clerodendrum trichotomum	Plant ID:54229	Miscellaneous	Clerodendrum trichotomum	54229.0
	Boehmeria longispica	Plant ID:644055	Miscellaneous	Boehmeria longispica	644055.0
	Rhaphiolepis umbellata	Plant ID:398295	Miscellaneous	Rhaphiolepis umbellata	398295.0
great duckweed	Great duckweed	Plant ID:29656	Miscellaneous	Spirodela polyrhiza	29656.0
	Stellaria media	Plant ID:13274	Miscellaneous	Stellaria media	13274.0
	Thamnocalamus aristatus	Plant ID:1676247	Miscellaneous	Thamnocalamus aristatus	1676247.0
	Zostera marina	Plant ID:29655	Miscellaneous	Zostera marina	29655.0
	Anthoxanthum odoratum	Plant ID:29661	Miscellaneous	Anthoxanthum odoratum	29661.0
	Pseudosasa japonica	Plant ID:29662	Miscellaneous	Pseudosasa japonica	29662.0
prairie rose	Prairie rose	Plant ID:267231	Miscellaneous	Rosa arkansana	267231.0
	Ophrys apifera	Plant ID:78817	Miscellaneous	Ophrys apifera	78817.0
	Carex arenaria	Plant ID:234466	Miscellaneous	Carex arenaria	234466.0
espiguilla colgante; june gras; bronco gras; june grass; june gra; bronco gra; downy brome; cheatgra; cheatgrass; downy chess; downy ch; bromo velloso; dachtrespe; downy ches; bronco grass; brome de toits; cheatgras; drooping brome	Espiguilla colgante	Plant ID:29667	Miscellaneous	Bromus tectorum	29667.0
	Dipsacus japonicus	Plant ID:398306	Miscellaneous	Dipsacus japonicus	398306.0
	Cinna latifolia	Plant ID:29669	Miscellaneous	Cinna latifolia	29669.0
	Polygonum rigidum	Plant ID:701414	Miscellaneous	Polygonum rigidum	701414.0
giant bamboo	Giant bamboo	Plant ID:29671	Miscellaneous	Dendrocalamus giganteus	29671.0
	Rosa corymbifera	Plant ID:267235	Miscellaneous	Rosa corymbifera	267235.0
	Boehmeria tricuspis	Plant ID:644073	Miscellaneous	Boehmeria tricuspis	644073.0
	Carduus crispus	Plant ID:324586	Miscellaneous	Carduus crispus	324586.0
fowl foot gra; goosegras; yardgra; goosegrass; yardgrass; crabgras; crabgrass; goosegra; wire gra; fowl foot gras; wire gras; crabgra; yardgras; fowl foot grass; wire grass	Fowl foot gra	Plant ID:29674	Miscellaneous	Eleusine indica	29674.0
sallowthorn; sea buckthorn	Sallowthorn	Plant ID:193516	Fruit	Hippophae rhamnoides	193516.0
canada wild rye	Canada wild rye	Plant ID:29675	Miscellaneous	Elymus canadensis	29675.0
	Hippophae gyantsensis	Plant ID:193515	Miscellaneous	Hippophae gyantsensis	193515.0
	Hippophae tibetana	Plant ID:193519	Miscellaneous	Hippophae tibetana	193519.0
	Hippophae goniocarpa	Plant ID:193520	Miscellaneous	Hippophae goniocarpa	193520.0
	Morus celtidifolia	Plant ID:873451	Miscellaneous	Morus celtidifolia	873451.0
	Guiera senegalensis	Plant ID:578546	Miscellaneous	Guiera senegalensis	578546.0
	Hippophae neurocarpa	Plant ID:193523	Miscellaneous	Hippophae neurocarpa	193523.0
tea rose	Tea rose	Plant ID:267246	Miscellaneous	Rosa odorata	267246.0
	Rosa sherardii	Plant ID:267253	Miscellaneous	Rosa sherardii	267253.0
kuth	Kuth	Plant ID:324593	Plant	Saussurea costus	324593.0
	Terminalia kaernbachii	Plant ID:578551	Miscellaneous	Terminalia kaernbachii	578551.0
	Ligustrum japonicum	Plant ID:46072	Miscellaneous	Ligustrum japonicum	46072.0
	Trigonella suavissima	Plant ID:390138	Miscellaneous	Trigonella suavissima	390138.0
	Tulipa gesneriana	Plant ID:13306	Miscellaneous	Tulipa gesneriana	13306.0
	Rosa tomentosa	Plant ID:267260	Miscellaneous	Rosa tomentosa	267260.0
apple rose	Apple rose	Plant ID:267261	Miscellaneous	Rosa villosa	267261.0
	Boerhavia diffusa	Plant ID:930814	Vegetable	Boerhavia diffusa	930814.0
common reed	Common reed	Plant ID:29695	Miscellaneous	Phragmites australis	29695.0
	Mangifera kemanga	Plant ID:1897472	Miscellaneous	Mangifera kemanga	1897472.0
	Phyllostachys flexuosa	Plant ID:29696	Miscellaneous	Phyllostachys flexuosa	29696.0
feverfew	Feverfew	Plant ID:127999	Herbs and Spices	Tanacetum parthenium	127999.0
tansy	Tansy	Plant ID:128002	Herbs and Spices	Tanacetum vulgare	128002.0
	Azorella selago	Plant ID:160772	Miscellaneous	Azorella selago	160772.0
	Osteomeles subrotunda	Plant ID:1881092	Miscellaneous	Osteomeles subrotunda	1881092.0
	Rheum rhaponticum	Plant ID:46087	Miscellaneous	Rheum rhaponticum	46087.0
	Atriplex calotheca	Plant ID:46090	Miscellaneous	Atriplex calotheca	46090.0
green fat hen; nettle leaf goosefoot	Green fat hen	Plant ID:46091	Miscellaneous	Chenopodiastrum murale	46091.0
	Calystegia soldanella	Plant ID:136204	Miscellaneous	Calystegia soldanella	136204.0
lagos yam; twelve months yam; yellow Guinea yam; yellow yam	Lagos yam	Plant ID:29710	Miscellaneous	Dioscorea cayennensis	29710.0
longan	Longan	Plant ID:128017	Miscellaneous	Dimocarpus longan	128017.0
	Achillea millefolium	Plant ID:13329	Herbs and Spices	Achillea millefolium	13329.0
chocolate vine; five leaf akebia; mu tong	Chocolate vine	Plant ID:13331	Miscellaneous	Akebia quinata	13331.0
	Astragalus hoantchy	Plant ID:119826	Miscellaneous	Astragalus hoantchy	119826.0
	Cycloloma atriplicifolium	Plant ID:46098	Miscellaneous	Cycloloma atriplicifolium	46098.0
	Najas graminea	Plant ID:463889	Miscellaneous	Najas graminea	463889.0
spearmint	Spearmint	Plant ID:29719	Herbs and Spices	Mentha spicata	29719.0
soursop; prickly custard apple; guanabana	Soursop	Plant ID:13337	Fruit	Annona muricata	13337.0
turmeric	Turmeric	Plant ID:136217	Herbs and Spices	Curcuma longa	136217.0
tampala; chinese spinach	Tampala	Plant ID:29722	Miscellaneous	Amaranthus tricolor	29722.0
	Apocynum cannabinum	Plant ID:13339	Miscellaneous	Apocynum cannabinum	13339.0
	Aquilegia brevistyla	Plant ID:341021	Miscellaneous	Aquilegia brevistyla	341021.0
hercules' club; devil's walking stick; prickly ash	Hercules' club	Plant ID:13341	Miscellaneous	Aralia spinosa	13341.0
	Arbutus canariensis	Plant ID:13343	Miscellaneous	Arbutus canariensis	13343.0
	Callicarpa mollis	Plant ID:218143	Miscellaneous	Callicarpa mollis	218143.0
	Phytolacca dioica	Plant ID:29725	Miscellaneous	Phytolacca dioica	29725.0
	Phytolacca dodecandra	Plant ID:29724	Miscellaneous	Phytolacca dodecandra	29724.0
greasewood; seepwood; saltbush	Greasewood	Plant ID:46107	Miscellaneous	Sarcobatus vermiculatus	46107.0
charlock mustard	Charlock mustard	Plant ID:29728	Miscellaneous	Sinapis arvensis	29728.0
	Curcuma zedoaria	Plant ID:136224	Herbs and Spices	Curcuma zedoaria	136224.0
strapwort	Strapwort	Plant ID:46118	Miscellaneous	Corrigiola litoralis	46118.0
	Brassica elongata	Plant ID:308263	Miscellaneous	Brassica elongata	308263.0
bog myrtle; sweet gale; meadow fern	Bog myrtle	Plant ID:29739	Miscellaneous	Myrica gale	29739.0
american elm	American elm	Plant ID:29740	Miscellaneous	Ulmus americana	29740.0
	Comptonia peregrina	Plant ID:29742	Miscellaneous	Comptonia peregrina	29742.0
mambi bean; rice bean	Mambi bean	Plant ID:87088	Miscellaneous	Vigna umbellata	87088.0
	Brassica balearica	Plant ID:87089	Miscellaneous	Brassica balearica	87089.0
	Aralia cordata	Plant ID:29746	Miscellaneous	Aralia cordata	29746.0
	Borago officinalis	Plant ID:13363	Miscellaneous	Borago officinalis	13363.0
	Salix acutifolia	Plant ID:1233969	Miscellaneous	Salix acutifolia	1233969.0
	Viola brevistipulata	Plant ID:316469	Miscellaneous	Viola brevistipulata	316469.0
japanese chestnut	Japanese chestnut	Plant ID:103480	Miscellaneous	Castanea crenata	103480.0
	Quercus variabilis	Plant ID:103481	Miscellaneous	Quercus variabilis	103481.0
	Quercus serrata	Plant ID:103482	Miscellaneous	Quercus serrata	103482.0
	Quercus aliena	Plant ID:103483	Miscellaneous	Quercus aliena	103483.0
	Quercus dentata	Plant ID:103484	Miscellaneous	Quercus dentata	103484.0
mongolian oak	Mongolian oak	Plant ID:103485	Miscellaneous	Quercus mongolica	103485.0
	Crepis runcinata	Plant ID:1111102	Miscellaneous	Crepis runcinata	1111102.0
tachitsubo sumire	Tachitsubo sumire	Plant ID:316475	Miscellaneous	Viola grypoceras	316475.0
wine grape	Wine grape	Plant ID:29760	Fruit	Vitis vinifera	29760.0
red maid; red maids	Red maid	Plant ID:46144	Miscellaneous	Calandrinia ciliata	46144.0
	Bergenia crassifolia	Plant ID:29762	Miscellaneous	Bergenia crassifolia	29762.0
	Portulaca oleracea	Plant ID:46147	Vegetable	Portulaca oleracea	46147.0
miner's lettuce	Miner's lettuce	Plant ID:46146	Miscellaneous	Claytonia perfoliata	46146.0
	Quercus glauca	Plant ID:103489	Miscellaneous	Quercus glauca	103489.0
enredadera del mosquito; madeira vine	Enredadera del mosquito	Plant ID:46150	Miscellaneous	Anredera cordifolia	46150.0
	Viola japonica	Plant ID:316487	Miscellaneous	Viola japonica	316487.0
heather flower	Heather flower	Plant ID:13385	Miscellaneous	Calluna vulgaris	13385.0
	Parkia biglobosa	Plant ID:889930	Miscellaneous	Parkia biglobosa	889930.0
incense cedar	Incense cedar	Plant ID:13387	Miscellaneous	Calocedrus decurrens	13387.0
	Saxifraga mertensiana	Plant ID:29770	Miscellaneous	Saxifraga mertensiana	29770.0
	Micranthes punctata	Plant ID:29772	Miscellaneous	Micranthes punctata	29772.0
	Viola keiskei	Plant ID:316494	Miscellaneous	Viola keiskei	316494.0
	Viola mandshurica	Plant ID:316491	Miscellaneous	Viola mandshurica	316491.0
	Viola patrinii	Plant ID:316489	Miscellaneous	Viola patrinii	316489.0
ilang ilang	Ilang ilang	Plant ID:13393	Miscellaneous	Cananga odorata	13393.0
	Aciphylla colensoi	Plant ID:152658	Miscellaneous	Aciphylla colensoi	152658.0
	Melicytus ramiflorus	Plant ID:316498	Miscellaneous	Melicytus ramiflorus	316498.0
mango	Mango	Plant ID:29780	Fruit	Mangifera indica	29780.0
arctic raspberry	Arctic raspberry	Plant ID:70741	Miscellaneous	Rubus arcticus	70741.0
	Epilobium parviflorum	Plant ID:644182	Miscellaneous	Epilobium parviflorum	644182.0
	Epilobium tetragonum	Plant ID:644183	Miscellaneous	Epilobium tetragonum	644183.0
	Corylus fargesii	Plant ID:554072	Miscellaneous	Corylus fargesii	554072.0
	Tolmiea menziesii	Plant ID:29777	Miscellaneous	Tolmiea menziesii	29777.0
	Cruciata laevipes	Plant ID:29786	Miscellaneous	Cruciata laevipes	29786.0
sweet pignut; pignut hickory	Sweet pignut	Plant ID:13403	Miscellaneous	Carya glabra	13403.0
	Galium aparine	Plant ID:29788	Miscellaneous	Galium aparine	29788.0
	Erucaria hispanica	Plant ID:308317	Miscellaneous	Erucaria hispanica	308317.0
	Lespedeza buergeri	Plant ID:701532	Miscellaneous	Lespedeza buergeri	701532.0
	Lespedeza cyrtobotrya	Plant ID:701533	Miscellaneous	Lespedeza cyrtobotrya	701533.0
	Allium aflatunense	Plant ID:70752	Miscellaneous	Allium aflatunense	70752.0
	Allium atropurpureum	Plant ID:70753	Miscellaneous	Allium atropurpureum	70753.0
	Allium cernuum	Plant ID:70754	Miscellaneous	Allium cernuum	70754.0
	Allium christophii	Plant ID:70755	Miscellaneous	Allium christophii	70755.0
	Cuphea viscosissima	Plant ID:857185	Miscellaneous	Cuphea viscosissima	857185.0
	Schoenoplectus tabernaemontani	Plant ID:316508	Miscellaneous	Schoenoplectus tabernaemontani	316508.0
	Allium giganteum	Plant ID:70758	Miscellaneous	Allium giganteum	70758.0
	Tilia x europaea	Plant ID:644191	Miscellaneous	Tilia x europaea	644191.0
	Chamaedaphne calyculata	Plant ID:13417	Miscellaneous	Chamaedaphne calyculata	13417.0
	Allium macleanii	Plant ID:70762	Miscellaneous	Allium macleanii	70762.0
wintersweet	Wintersweet	Plant ID:13419	Miscellaneous	Chimonanthus praecox	13419.0
	Lespedeza pilosa	Plant ID:701546	Miscellaneous	Lespedeza pilosa	701546.0
	Allium senescens	Plant ID:70766	Miscellaneous	Allium senescens	70766.0
	Allium stipitatum	Plant ID:70767	Miscellaneous	Allium stipitatum	70767.0
	Avena brevis	Plant ID:398446	Miscellaneous	Avena brevis	398446.0
	Borassus aethiopum	Plant ID:480368	Miscellaneous	Borassus aethiopum	480368.0
	Borassus akeassii	Plant ID:480369	Miscellaneous	Borassus akeassii	480369.0
chicory; witloof; succory; radicchio	Chicory	Plant ID:13427	Plant	Cichorium intybus	13427.0
	Lepidium didymum	Plant ID:398450	Miscellaneous	Lepidium didymum	398450.0
camphor tree	Camphor tree	Plant ID:13429	Miscellaneous	Cinnamomum camphora	13429.0
ceylon ebony	Ceylon ebony	Plant ID:570484	Miscellaneous	Diospyros ebenum	570484.0
	Lespedeza tomentosa	Plant ID:701551	Miscellaneous	Lespedeza tomentosa	701551.0
	Ophrys sphegodes	Plant ID:145953	Miscellaneous	Ophrys sphegodes	145953.0
	Iris pallida	Plant ID:29817	Miscellaneous	Iris pallida	29817.0
common plantain; cart track plant; white man's foot	Common plantain	Plant ID:29818	Herbs and Spices	Plantago major	29818.0
hu tui zi; spiny oleaster	Hu tui zi	Plant ID:693372	Miscellaneous	Elaeagnus pungens	693372.0
	Trachycarpus martianus	Plant ID:447618	Miscellaneous	Trachycarpus martianus	447618.0
coffee; arabica coffee	Coffee	Plant ID:13443	Beverage-caffeinated	Coffea arabica	13443.0
	Juniperus excelsa	Plant ID:758917	Miscellaneous	Juniperus excelsa	758917.0
	Schisandra henryi	Plant ID:124789	Miscellaneous	Schisandra henryi	124789.0
fool's parsley; poison hemlock; spotted hemlock	Fool's parsley	Plant ID:13447	Herbs and Spices	Conium maculatum	13447.0
european hazelnut	European hazelnut	Plant ID:13451	Miscellaneous	Corylus avellana	13451.0
	Maranta arundinacea	Plant ID:210060	Miscellaneous	Maranta arundinacea	210060.0
	Corylus cornuta	Plant ID:13452	Miscellaneous	Corylus cornuta	13452.0
	Myrtus communis	Plant ID:119949	Herbs and Spices	Myrtus communis	119949.0
pitanga; brazil cherry; nagapiry; surinam cherry	Pitanga	Plant ID:119951	Fruit	Eugenia uniflora	119951.0
bleeding heart	Bleeding heart	Plant ID:54415	Miscellaneous	Lamprocapnos spectabilis	54415.0
	Ilex aculeolata	Plant ID:185488	Miscellaneous	Ilex aculeolata	185488.0
	Schisandra rubriflora	Plant ID:124791	Miscellaneous	Schisandra rubriflora	124791.0
pacific yew	Pacific yew	Plant ID:46220	Fruit	Taxus brevifolia	46220.0
	Malva excisa	Plant ID:939156	Miscellaneous	Malva excisa	939156.0
	Lilium auratum	Plant ID:78997	Miscellaneous	Lilium auratum	78997.0
	Vaccinium elliottii	Plant ID:283798	Miscellaneous	Vaccinium elliottii	283798.0
	Lilium callosum	Plant ID:78998	Miscellaneous	Lilium callosum	78998.0
	Lilium concolor	Plant ID:78999	Miscellaneous	Lilium concolor	78999.0
	Lilium pensylvanicum	Plant ID:79000	Miscellaneous	Lilium pensylvanicum	79000.0
bamboo lily; sasa yuri	Bamboo lily	Plant ID:79001	Miscellaneous	Lilium japonicum	79001.0
true tiger lily	True tiger lily	Plant ID:79002	Miscellaneous	Lilium lancifolium	79002.0
	Corydalis edulis	Plant ID:54428	Miscellaneous	Corydalis edulis	54428.0
large gallberry; baygallbush	Large gallberry	Plant ID:185501	Miscellaneous	Ilex coriacea	185501.0
	Lilium leichtlinii	Plant ID:79003	Miscellaneous	Lilium leichtlinii	79003.0
	Lilium maculatum	Plant ID:79005	Miscellaneous	Lilium maculatum	79005.0
	Lilium medeoloides	Plant ID:79006	Miscellaneous	Lilium medeoloides	79006.0
	Acrothamnus colensoi	Plant ID:13473	Miscellaneous	Acrothamnus colensoi	13473.0
	Copernicia prunifera	Plant ID:349346	Miscellaneous	Copernicia prunifera	349346.0
	Lilium nobilissimum	Plant ID:79007	Miscellaneous	Lilium nobilissimum	79007.0
	Lilium rubellum	Plant ID:79008	Miscellaneous	Lilium rubellum	79008.0
	Albuca amboensis	Plant ID:480427	Miscellaneous	Albuca amboensis	480427.0
european fan palm	European fan palm	Plant ID:54446	Miscellaneous	Chamaerops humilis	54446.0
	Aquilegia karelinii	Plant ID:1291439	Miscellaneous	Aquilegia karelinii	1291439.0
chinese white olive; chinese white olife	Chinese white olive	Plant ID:300208	Miscellaneous	Canarium album	300208.0
cabbage palm; cabbage palmetto	Cabbage palm	Plant ID:54447	Miscellaneous	Sabal palmetto	54447.0
	Tigridia pavonia	Plant ID:152754	Miscellaneous	Tigridia pavonia	152754.0
american persimmon; possum apple	American persimmon	Plant ID:13493	Miscellaneous	Diospyros virginiana	13493.0
	Aletris spicata	Plant ID:119992	Miscellaneous	Aletris spicata	119992.0
	Platanthera bifolia	Plant ID:431291	Miscellaneous	Platanthera bifolia	431291.0
	Lonicera tatarica	Plant ID:447676	Miscellaneous	Lonicera tatarica	447676.0
	Mentha asiatica	Plant ID:300220	Miscellaneous	Mentha asiatica	300220.0
	Chionographis japonica	Plant ID:119999	Miscellaneous	Chionographis japonica	119999.0
wood ear; ear fungu; ear fungus	Wood ear	Plant ID:29892	Miscellaneous	Auricularia auricula-judae	29892.0
chinese wood ear	Chinese wood ear	Plant ID:29893	Miscellaneous	Auricularia polytricha	29893.0
shimeji; oyster mushroom; florida oyster mushroom	Shimeji	Plant ID:5322	Fungus	Pleurotus ostreatus	5322.0
	Alisma canaliculatum	Plant ID:120010	Miscellaneous	Alisma canaliculatum	120010.0
chastetree; chasteberry	Chastetree	Plant ID:54477	Herbs and Spices	Vitex agnus-castus	54477.0
	Layia glandulosa	Plant ID:349391	Miscellaneous	Layia glandulosa	349391.0
	Albuca canadensis	Plant ID:480467	Miscellaneous	Albuca canadensis	480467.0
	Euptelea polyandra	Plant ID:13523	Miscellaneous	Euptelea polyandra	13523.0
california seablite	California seablite	Plant ID:549771	Miscellaneous	Suaeda californica	549771.0
winterberry; virginia winterberry; black alder	Winterberry	Plant ID:185559	Miscellaneous	Ilex verticillata	185559.0
	Viburnum cassinoides	Plant ID:1127640	Miscellaneous	Viburnum cassinoides	1127640.0
	Geocaulon lividum	Plant ID:70874	Miscellaneous	Geocaulon lividum	70874.0
button mushroom; common mushroom; cultivated mushroom	Button mushroom	Plant ID:5341	Fungus	Agaricus bisporus	5341.0
jute	Jute	Plant ID:210143	Plant Derivative	Corchorus capsularis	210143.0
brazilian peppertree	Brazilian peppertree	Plant ID:169191	Herbs and Spices	Schinus terebinthifolia	169191.0
new Zealand Christmas tree	New zealand christmas tree	Plant ID:62696	Miscellaneous	Metrosideros excelsa	62696.0
shiitake mushroom	Shiitake mushroom	Plant ID:5353	Fungus	Lentinula edodes	5353.0
	Salicornia virginica	Plant ID:549776	Miscellaneous	Salicornia virginica	549776.0
	Viburnum veitchii	Plant ID:1127665	Miscellaneous	Viburnum veitchii	1127665.0
	Enchylaena tomentosa	Plant ID:267512	Miscellaneous	Enchylaena tomentosa	267512.0
american bulrush	American bulrush	Plant ID:46335	Miscellaneous	Schoenoplectus americanus	46335.0
golden bristle; cegador; bunny ears prickly pear; angel's wings; angel's wing	Golden bristle	Plant ID:169217	Miscellaneous	Opuntia microdasys	169217.0
	Honckenya peploides	Plant ID:169223	Miscellaneous	Honckenya peploides	169223.0
	Betonica officinalis	Plant ID:53173	Miscellaneous	Betonica officinalis	53173.0
	Cousinia thomsonii	Plant ID:554249	Miscellaneous	Cousinia thomsonii	554249.0
	Moringa stenopetala	Plant ID:161034	Miscellaneous	Moringa stenopetala	161034.0
common rush	Common rush	Plant ID:13579	Miscellaneous	Juncus effusus	13579.0
hedgehog licorice	Hedgehog licorice	Plant ID:46348	Miscellaneous	Glycyrrhiza echinata	46348.0
	Toona sureni	Plant ID:1258759	Miscellaneous	Toona sureni	1258759.0
	Sambucus mexicana	Plant ID:1053966	Miscellaneous	Sambucus mexicana	1053966.0
tomatillo	Tomatillo	Plant ID:374031	Miscellaneous	Physalis ixocarpa	374031.0
	Sambucus microbotrys	Plant ID:1053967	Miscellaneous	Sambucus microbotrys	1053967.0
	Hablitzia tamnoides	Plant ID:169234	Miscellaneous	Hablitzia tamnoides	169234.0
woolly willow; wooly willow	Woolly willow	Plant ID:218388	Miscellaneous	Salix lanata	218388.0
wall germander	Wall germander	Plant ID:53176	Herbs and Spices	Teucrium chamaedrys	53176.0
	Alchornea cordifolia	Plant ID:316697	Miscellaneous	Alchornea cordifolia	316697.0
	Angelica lucida	Plant ID:46362	Miscellaneous	Angelica lucida	46362.0
	Persicaria thunbergii	Plant ID:668956	Miscellaneous	Persicaria thunbergii	668956.0
	Bupleurum falcatum	Plant ID:46367	Vegetable	Bupleurum falcatum	46367.0
	Berberis bealei	Plant ID:13601	Miscellaneous	Berberis bealei	13601.0
	Cnidoscolus aconitifolius	Plant ID:398630	Miscellaneous	Cnidoscolus aconitifolius	398630.0
	Euonymus oxyphyllus	Plant ID:349479	Miscellaneous	Euonymus oxyphyllus	349479.0
	Salicornia rubra	Plant ID:447784	Miscellaneous	Salicornia rubra	447784.0
	Viburnum phlebotrichum	Plant ID:349480	Miscellaneous	Viburnum phlebotrichum	349480.0
	Viburnum wrightii	Plant ID:349481	Miscellaneous	Viburnum wrightii	349481.0
	Magnolia figo	Plant ID:13612	Miscellaneous	Magnolia figo	13612.0
lowbush blueberry	Lowbush blueberry	Plant ID:472369	Miscellaneous	Vaccinium angustifolium	472369.0
	Eleutherococcus trifoliatus	Plant ID:46385	Miscellaneous	Eleutherococcus trifoliatus	46385.0
capertree stringybark	Capertree stringybark	Plant ID:1226039	Miscellaneous	Eucalyptus macrorhyncha	1226039.0
purple osier	Purple osier	Plant ID:77065	Miscellaneous	Salix purpurea	77065.0
	Microtis unifolia	Plant ID:152891	Miscellaneous	Microtis unifolia	152891.0
	Pentachondra pumila	Plant ID:13630	Miscellaneous	Pentachondra pumila	13630.0
muyaca; downy ground cherry; capuli	Muyaca	Plant ID:300354	Miscellaneous	Physalis pubescens	300354.0
	Daucus pusillus	Plant ID:79171	Miscellaneous	Daucus pusillus	79171.0
	Eupatorium japonicum	Plant ID:103751	Miscellaneous	Eupatorium japonicum	103751.0
	Salix japonica	Plant ID:1078600	Miscellaneous	Salix japonica	1078600.0
five fingers; five finger; whauwhaupaku	Five fingers	Plant ID:46409	Miscellaneous	Neopanax arboreus	46409.0
	Chrozophora tinctoria	Plant ID:316753	Miscellaneous	Chrozophora tinctoria	316753.0
	Puccinellia distans	Plant ID:13649	Miscellaneous	Puccinellia distans	13649.0
	Allium canadense	Plant ID:472403	Miscellaneous	Allium canadense	472403.0
	Tetrapanax papyrifer	Plant ID:46417	Miscellaneous	Tetrapanax papyrifer	46417.0
	Wolffia arrhiza	Plant ID:161111	Miscellaneous	Wolffia arrhiza	161111.0
chinese flowering crabapple	Chinese flowering crabapple	Plant ID:709982	Miscellaneous	Malus spectabilis	709982.0
american potatobean	American potatobean	Plant ID:185702	Miscellaneous	Apios americana	185702.0
	Allium platycaule	Plant ID:472424	Miscellaneous	Allium platycaule	472424.0
	Arisarum vulgare	Plant ID:267624	Miscellaneous	Arisarum vulgare	267624.0
	Guaiacum officinale	Plant ID:374122	Miscellaneous	Guaiacum officinale	374122.0
	Chaerophyllum daucoides	Plant ID:300394	Miscellaneous	Chaerophyllum daucoides	300394.0
lemon wood	Lemon wood	Plant ID:13674	Miscellaneous	Schisandra sphenanthera	13674.0
	Callerya cinerea	Plant ID:185709	Miscellaneous	Callerya cinerea	185709.0
	Ficaria verna	Plant ID:79245	Miscellaneous	Ficaria verna	79245.0
	Perideridia oregana	Plant ID:234866	Miscellaneous	Perideridia oregana	234866.0
	Saussurea grandifolia	Plant ID:1291639	Miscellaneous	Saussurea grandifolia	1291639.0
	Tagetes tenuifolia	Plant ID:578936	Miscellaneous	Tagetes tenuifolia	578936.0
	Carex nubigena	Plant ID:472446	Miscellaneous	Carex nubigena	472446.0
rubber rabbitbrush	Rubber rabbitbrush	Plant ID:71039	Miscellaneous	Ericameria nauseosa	71039.0
	Nitraria schoberi	Plant ID:1619328	Miscellaneous	Nitraria schoberi	1619328.0
	Viburnum nervosum	Plant ID:237930	Miscellaneous	Viburnum nervosum	237930.0
	Ehretia dicksonii	Plant ID:1398146	Miscellaneous	Ehretia dicksonii	1398146.0
	Gunnera tinctoria	Plant ID:251266	Miscellaneous	Gunnera tinctoria	251266.0
	Grindelia lanceolata	Plant ID:71046	Miscellaneous	Grindelia lanceolata	71046.0
dogtooth violet	Dogtooth violet	Plant ID:202119	Miscellaneous	Erythronium americanum	202119.0
california fawnlily	California fawnlily	Plant ID:202123	Miscellaneous	Erythronium californicum	202123.0
	Geranium nepalense	Plant ID:54667	Miscellaneous	Geranium nepalense	54667.0
	Prinsepia utilis	Plant ID:1308043	Miscellaneous	Prinsepia utilis	1308043.0
bog rosemary; marsh holy rose	Bog rosemary	Plant ID:95630	Miscellaneous	Andromeda polifolia	95630.0
field mint; wild mint	Field mint	Plant ID:292239	Herbs and Spices	Mentha arvensis	292239.0
	Acrotriche aggregata	Plant ID:1619344	Miscellaneous	Acrotriche aggregata	1619344.0
cream fawnlily	Cream fawnlily	Plant ID:202127	Miscellaneous	Erythronium citrinum	202127.0
	Erythronium dens-canis	Plant ID:202128	Miscellaneous	Erythronium dens-canis	202128.0
yellow avalanche lily	Yellow avalanche lily	Plant ID:202130	Miscellaneous	Erythronium grandiflorum	202130.0
